68034 silly lifecycle aws4@1.8.0~preinstall: no script for preinstall, continuing
77604 silly postinstall isobject@3.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/isobject-5fa98f18
77605 info lifecycle isobject@3.0.1~postinstall: isobject@3.0.1
77606 silly lifecycle isobject@3.0.1~postinstall: no script for postinstall, continuing
77607 silly postinstall kind-of@6.0.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/kind-of-626a421a
77608 info lifecycle kind-of@6.0.2~postinstall: kind-of@6.0.2
77609 silly lifecycle kind-of@6.0.2~postinstall: no script for postinstall, continuing
77610 silly postinstall is-data-descriptor@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-data-descriptor-c1e60f4a
77611 info lifecycle is-data-descriptor@1.0.0~postinstall: is-data-descriptor@1.0.0
77612 silly lifecycle is-data-descriptor@1.0.0~postinstall: no script for postinstall, continuing
77613 silly postinstall is-accessor-descriptor@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-accessor-descriptor-314eb15f
77614 info lifecycle is-accessor-descriptor@1.0.0~postinstall: is-accessor-descriptor@1.0.0
77615 silly lifecycle is-accessor-descriptor@1.0.0~postinstall: no script for postinstall, continuing
77616 silly postinstall is-descriptor@1.0.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-descriptor-37847c01
77617 info lifecycle is-descriptor@1.0.2~postinstall: is-descriptor@1.0.2
77618 silly lifecycle is-descriptor@1.0.2~postinstall: no script for postinstall, continuing
77619 silly postinstall define-property@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/define-property-67c3698d
77620 info lifecycle define-property@1.0.0~postinstall: define-property@1.0.0
77621 silly lifecycle define-property@1.0.0~postinstall: no script for postinstall, continuing
77622 silly postinstall snapdragon-util@3.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/snapdragon-util-380df90b
77623 info lifecycle snapdragon-util@3.0.1~postinstall: snapdragon-util@3.0.1
77624 silly lifecycle snapdragon-util@3.0.1~postinstall: no script for postinstall, continuing
77625 silly postinstall snapdragon-node@2.1.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/snapdragon-node-fcf3ef05
77626 info lifecycle snapdragon-node@2.1.1~postinstall: snapdragon-node@2.1.1
77627 silly lifecycle snapdragon-node@2.1.1~postinstall: no script for postinstall, continuing
77628 silly postinstall define-property@0.2.5 /home/aleksey/hexlet_slack_analog/node_modules/.staging/define-property-8abb6f39
77629 info lifecycle define-property@0.2.5~postinstall: define-property@0.2.5
77630 silly lifecycle define-property@0.2.5~postinstall: no script for postinstall, continuing
77631 silly postinstall extend-shallow@2.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/extend-shallow-96b0a828
77632 info lifecycle extend-shallow@2.0.1~postinstall: extend-shallow@2.0.1
77633 silly lifecycle extend-shallow@2.0.1~postinstall: no script for postinstall, continuing
77634 silly postinstall source-map@0.5.7 /home/aleksey/hexlet_slack_analog/node_modules/.staging/source-map-2b0b7fb7
77635 info lifecycle source-map@0.5.7~postinstall: source-map@0.5.7
77636 silly lifecycle source-map@0.5.7~postinstall: no script for postinstall, continuing
77637 silly postinstall source-map-support@0.4.18 /home/aleksey/hexlet_slack_analog/node_modules/.staging/source-map-support-c304cf74
77638 info lifecycle source-map-support@0.4.18~postinstall: source-map-support@0.4.18
77639 silly lifecycle source-map-support@0.4.18~postinstall: no script for postinstall, continuing
77640 silly postinstall source-map-url@0.4.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/source-map-url-c2cc82fe
77641 info lifecycle source-map-url@0.4.0~postinstall: source-map-url@0.4.0
77642 silly lifecycle source-map-url@0.4.0~postinstall: no script for postinstall, continuing
77643 silly postinstall spdx-exceptions@2.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/spdx-exceptions-3297abb5
77644 info lifecycle spdx-exceptions@2.1.0~postinstall: spdx-exceptions@2.1.0
77645 silly lifecycle spdx-exceptions@2.1.0~postinstall: no script for postinstall, continuing
77646 silly postinstall spdx-license-ids@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/spdx-license-ids-09918558
77647 info lifecycle spdx-license-ids@3.0.0~postinstall: spdx-license-ids@3.0.0
77648 silly lifecycle spdx-license-ids@3.0.0~postinstall: no script for postinstall, continuing
77649 silly postinstall spdx-expression-parse@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/spdx-expression-parse-9c4214df
77650 info lifecycle spdx-expression-parse@3.0.0~postinstall: spdx-expression-parse@3.0.0
77651 silly lifecycle spdx-expression-parse@3.0.0~postinstall: no script for postinstall, continuing
77652 silly postinstall spdx-correct@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/spdx-correct-4293abea
77653 info lifecycle spdx-correct@3.0.0~postinstall: spdx-correct@3.0.0
77654 silly lifecycle spdx-correct@3.0.0~postinstall: no script for postinstall, continuing
77655 silly postinstall split-string@3.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/split-string-04f9ff35
77656 info lifecycle split-string@3.1.0~postinstall: split-string@3.1.0
77657 silly lifecycle split-string@3.1.0~postinstall: no script for postinstall, continuing
77658 silly postinstall set-value@2.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/set-value-82fc55aa
77659 info lifecycle set-value@2.0.0~postinstall: set-value@2.0.0
77660 silly lifecycle set-value@2.0.0~postinstall: no script for postinstall, continuing
77661 silly postinstall sprintf-js@1.0.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/sprintf-js-42840602
77662 info lifecycle sprintf-js@1.0.3~postinstall: sprintf-js@1.0.3
77663 silly lifecycle sprintf-js@1.0.3~postinstall: no script for postinstall, continuing
77664 silly postinstall argparse@1.0.10 /home/aleksey/hexlet_slack_analog/node_modules/.staging/argparse-f4419921
77665 info lifecycle argparse@1.0.10~postinstall: argparse@1.0.10
77666 silly lifecycle argparse@1.0.10~postinstall: no script for postinstall, continuing
77667 silly postinstall js-yaml@3.12.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/js-yaml-c9a28ea1
77668 info lifecycle js-yaml@3.12.0~postinstall: js-yaml@3.12.0
77669 silly lifecycle js-yaml@3.12.0~postinstall: no script for postinstall, continuing
77670 silly postinstall stack-utils@1.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/stack-utils-0f18b94d
77671 info lifecycle stack-utils@1.0.1~postinstall: stack-utils@1.0.1
77672 silly lifecycle stack-utils@1.0.1~postinstall: no script for postinstall, continuing
77673 silly postinstall jest-message-util@22.4.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/jest-message-util-cb664d28
77674 info lifecycle jest-message-util@22.4.3~postinstall: jest-message-util@22.4.3
77675 silly lifecycle jest-message-util@22.4.3~postinstall: no script for postinstall, continuing
77676 silly postinstall jest-util@22.4.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/jest-util-42ab5cbf
77677 info lifecycle jest-util@22.4.3~postinstall: jest-util@22.4.3
77678 silly lifecycle jest-util@22.4.3~postinstall: no script for postinstall, continuing
77679 silly postinstall jest-environment-node@22.4.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/jest-environment-node-6e47da8c
77680 info lifecycle jest-environment-node@22.4.3~postinstall: jest-environment-node@22.4.3
77681 silly lifecycle jest-environment-node@22.4.3~postinstall: no script for postinstall, continuing
77682 silly postinstall expect@22.4.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/expect-9db0bd7e
77683 info lifecycle expect@22.4.3~postinstall: expect@22.4.3
77684 silly lifecycle expect@22.4.3~postinstall: no script for postinstall, continuing
77685 silly postinstall jest-jasmine2@22.4.4 /home/aleksey/hexlet_slack_analog/node_modules/.staging/jest-jasmine2-141ec452
77686 info lifecycle jest-jasmine2@22.4.4~postinstall: jest-jasmine2@22.4.4
77687 silly lifecycle jest-jasmine2@22.4.4~postinstall: no script for postinstall, continuing
77688 silly postinstall define-property@0.2.5 /home/aleksey/hexlet_slack_analog/node_modules/.staging/define-property-93926370
77689 info lifecycle define-property@0.2.5~postinstall: define-property@0.2.5
77690 silly lifecycle define-property@0.2.5~postinstall: no script for postinstall, continuing
77691 silly postinstall static-extend@0.1.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/static-extend-d389a3d0
77692 info lifecycle static-extend@0.1.2~postinstall: static-extend@0.1.2
77693 silly lifecycle static-extend@0.1.2~postinstall: no script for postinstall, continuing
77694 silly postinstall class-utils@0.3.6 /home/aleksey/hexlet_slack_analog/node_modules/.staging/class-utils-a1595708
77695 info lifecycle class-utils@0.3.6~postinstall: class-utils@0.3.6
77696 silly lifecycle class-utils@0.3.6~postinstall: no script for postinstall, continuing
77697 silly postinstall stealthy-require@1.1.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/stealthy-require-bb6417ba
77698 info lifecycle stealthy-require@1.1.1~postinstall: stealthy-require@1.1.1
77699 silly lifecycle stealthy-require@1.1.1~postinstall: no script for postinstall, continuing
77700 silly postinstall string_decoder@1.1.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/string_decoder-3cb42cd3
77701 info lifecycle string_decoder@1.1.1~postinstall: string_decoder@1.1.1
77702 silly lifecycle string_decoder@1.1.1~postinstall: no script for postinstall, continuing
77703 silly postinstall ansi-regex@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/ansi-regex-d297a7d3
77704 info lifecycle ansi-regex@3.0.0~postinstall: ansi-regex@3.0.0
77705 silly lifecycle ansi-regex@3.0.0~postinstall: no script for postinstall, continuing
77706 silly postinstall strip-ansi@4.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-ansi-753c640f
77707 info lifecycle strip-ansi@4.0.0~postinstall: strip-ansi@4.0.0
77708 silly lifecycle strip-ansi@4.0.0~postinstall: no script for postinstall, continuing
77709 silly postinstall string-length@2.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/string-length-63bf4248
77710 info lifecycle string-length@2.0.0~postinstall: string-length@2.0.0
77711 silly lifecycle string-length@2.0.0~postinstall: no script for postinstall, continuing
77712 silly postinstall ansi-regex@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/ansi-regex-ae9c1b27
77713 info lifecycle ansi-regex@3.0.0~postinstall: ansi-regex@3.0.0
77714 silly lifecycle ansi-regex@3.0.0~postinstall: no script for postinstall, continuing
77715 silly postinstall strip-ansi@4.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-ansi-76be4663
77716 info lifecycle strip-ansi@4.0.0~postinstall: strip-ansi@4.0.0
77717 silly lifecycle strip-ansi@4.0.0~postinstall: no script for postinstall, continuing
77718 silly postinstall string-width@2.1.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/string-width-654c9b28
77719 info lifecycle string-width@2.1.1~postinstall: string-width@2.1.1
77720 silly lifecycle string-width@2.1.1~postinstall: no script for postinstall, continuing
77721 silly postinstall strip-ansi@3.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-ansi-6a9524ee
77722 info lifecycle strip-ansi@3.0.1~postinstall: strip-ansi@3.0.1
77723 silly lifecycle strip-ansi@3.0.1~postinstall: no script for postinstall, continuing
77724 silly postinstall strip-bom@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-bom-9793b822
77725 info lifecycle strip-bom@3.0.0~postinstall: strip-bom@3.0.0
77726 silly lifecycle strip-bom@3.0.0~postinstall: no script for postinstall, continuing
77727 silly postinstall load-json-file@2.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/load-json-file-6b9cb889
77728 info lifecycle load-json-file@2.0.0~postinstall: load-json-file@2.0.0
77729 silly lifecycle load-json-file@2.0.0~postinstall: no script for postinstall, continuing
77730 silly postinstall default-require-extensions@2.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/default-require-extensions-c3776dfd
77731 info lifecycle default-require-extensions@2.0.0~postinstall: default-require-extensions@2.0.0
77732 silly lifecycle default-require-extensions@2.0.0~postinstall: no script for postinstall, continuing
77733 silly postinstall append-transform@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/append-transform-c5c3b157
77734 info lifecycle append-transform@1.0.0~postinstall: append-transform@1.0.0
77735 silly lifecycle append-transform@1.0.0~postinstall: no script for postinstall, continuing
77736 silly postinstall istanbul-lib-hook@1.2.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/istanbul-lib-hook-d09b9b29
77737 info lifecycle istanbul-lib-hook@1.2.1~postinstall: istanbul-lib-hook@1.2.1
77738 silly lifecycle istanbul-lib-hook@1.2.1~postinstall: no script for postinstall, continuing
77739 silly postinstall strip-eof@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-eof-82ba05ea
77740 info lifecycle strip-eof@1.0.0~postinstall: strip-eof@1.0.0
77741 silly lifecycle strip-eof@1.0.0~postinstall: no script for postinstall, continuing
77742 silly postinstall strip-json-comments@2.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-json-comments-5fa1f726
77743 info lifecycle strip-json-comments@2.0.1~postinstall: strip-json-comments@2.0.1
77744 silly lifecycle strip-json-comments@2.0.1~postinstall: no script for postinstall, continuing
77745 silly postinstall supports-color@2.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/supports-color-cf302f29
77746 info lifecycle supports-color@2.0.0~postinstall: supports-color@2.0.0
77747 silly lifecycle supports-color@2.0.0~postinstall: no script for postinstall, continuing
77748 silly postinstall chalk@1.1.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/chalk-1779f130
77749 info lifecycle chalk@1.1.3~postinstall: chalk@1.1.3
77750 silly lifecycle chalk@1.1.3~postinstall: no script for postinstall, continuing
77751 silly postinstall babel-code-frame@6.26.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-code-frame-d2e89409
77752 info lifecycle babel-code-frame@6.26.0~postinstall: babel-code-frame@6.26.0
77753 silly lifecycle babel-code-frame@6.26.0~postinstall: no script for postinstall, continuing
77754 silly postinstall symbol-tree@3.2.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/symbol-tree-728ffcba
77755 info lifecycle symbol-tree@3.2.2~postinstall: symbol-tree@3.2.2
77756 silly lifecycle symbol-tree@3.2.2~postinstall: no script for postinstall, continuing
77757 silly postinstall ansi-styles@3.2.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/ansi-styles-1aaf12b2
77758 info lifecycle ansi-styles@3.2.1~postinstall: ansi-styles@3.2.1
77759 silly lifecycle ansi-styles@3.2.1~postinstall: no script for postinstall, continuing
77760 silly postinstall supports-color@5.5.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/supports-color-ce7bb662
77761 info lifecycle supports-color@5.5.0~postinstall: supports-color@5.5.0
77762 silly lifecycle supports-color@5.5.0~postinstall: no script for postinstall, continuing
77763 silly postinstall chalk@2.4.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/chalk-44e09bcf
77764 info lifecycle chalk@2.4.1~postinstall: chalk@2.4.1
77765 silly lifecycle chalk@2.4.1~postinstall: no script for postinstall, continuing
77766 silly postinstall table@4.0.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/table-cdaa8e00
77767 info lifecycle table@4.0.2~postinstall: table@4.0.2
77768 silly lifecycle table@4.0.2~postinstall: no script for postinstall, continuing
77769 silly postinstall arr-diff@4.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/arr-diff-023c4fc0
77770 info lifecycle arr-diff@4.0.0~postinstall: arr-diff@4.0.0
77771 silly lifecycle arr-diff@4.0.0~postinstall: no script for postinstall, continuing
77772 silly postinstall array-unique@0.3.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/array-unique-ea8f701c
77773 info lifecycle array-unique@0.3.2~postinstall: array-unique@0.3.2
77774 silly lifecycle array-unique@0.3.2~postinstall: no script for postinstall, continuing
77775 silly postinstall extend-shallow@2.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/extend-shallow-5a162045
77776 info lifecycle extend-shallow@2.0.1~postinstall: extend-shallow@2.0.1
77777 silly lifecycle extend-shallow@2.0.1~postinstall: no script for postinstall, continuing
77778 silly postinstall extend-shallow@2.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/extend-shallow-8b82394d
77779 info lifecycle extend-shallow@2.0.1~postinstall: extend-shallow@2.0.1
77780 silly lifecycle extend-shallow@2.0.1~postinstall: no script for postinstall, continuing
77781 silly postinstall kind-of@3.2.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/kind-of-ba9cf25f
77782 info lifecycle kind-of@3.2.2~postinstall: kind-of@3.2.2
77783 silly lifecycle kind-of@3.2.2~postinstall: no script for postinstall, continuing
77784 silly postinstall is-accessor-descriptor@0.1.6 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-accessor-descriptor-62419dcb
77785 info lifecycle is-accessor-descriptor@0.1.6~postinstall: is-accessor-descriptor@0.1.6
77786 silly lifecycle is-accessor-descriptor@0.1.6~postinstall: no script for postinstall, continuing
77787 silly postinstall kind-of@3.2.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/kind-of-e313391e
77788 info lifecycle kind-of@3.2.2~postinstall: kind-of@3.2.2
77789 silly lifecycle kind-of@3.2.2~postinstall: no script for postinstall, continuing
77790 silly postinstall is-data-descriptor@0.1.4 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-data-descriptor-e77c2287
77791 info lifecycle is-data-descriptor@0.1.4~postinstall: is-data-descriptor@0.1.4
77792 silly lifecycle is-data-descriptor@0.1.4~postinstall: no script for postinstall, continuing
77793 silly postinstall kind-of@5.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/kind-of-e5dc9482
77794 info lifecycle kind-of@5.1.0~postinstall: kind-of@5.1.0
77795 silly lifecycle kind-of@5.1.0~postinstall: no script for postinstall, continuing
77796 silly postinstall is-descriptor@0.1.6 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-descriptor-f7066c75
77797 info lifecycle is-descriptor@0.1.6~postinstall: is-descriptor@0.1.6
77798 silly lifecycle is-descriptor@0.1.6~postinstall: no script for postinstall, continuing
77799 silly postinstall define-property@0.2.5 /home/aleksey/hexlet_slack_analog/node_modules/.staging/define-property-6596546c
77800 info lifecycle define-property@0.2.5~postinstall: define-property@0.2.5
77801 silly lifecycle define-property@0.2.5~postinstall: no script for postinstall, continuing
77802 silly postinstall extend-shallow@2.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/extend-shallow-4bc18c7b
77803 info lifecycle extend-shallow@2.0.1~postinstall: extend-shallow@2.0.1
77804 silly lifecycle extend-shallow@2.0.1~postinstall: no script for postinstall, continuing
77805 silly postinstall extend-shallow@2.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/extend-shallow-0361397c
77806 info lifecycle extend-shallow@2.0.1~postinstall: extend-shallow@2.0.1
77807 silly lifecycle extend-shallow@2.0.1~postinstall: no script for postinstall, continuing
77808 silly postinstall kind-of@3.2.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/kind-of-530fecba
77809 info lifecycle kind-of@3.2.2~postinstall: kind-of@3.2.2
77810 silly lifecycle kind-of@3.2.2~postinstall: no script for postinstall, continuing
77811 silly postinstall is-number@3.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-number-d2716d5d
77812 info lifecycle is-number@3.0.0~postinstall: is-number@3.0.0
77813 silly lifecycle is-number@3.0.0~postinstall: no script for postinstall, continuing
77814 silly postinstall isobject@3.0.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/isobject-445c9afc
77815 info lifecycle isobject@3.0.1~postinstall: isobject@3.0.1
77816 silly lifecycle isobject@3.0.1~postinstall: no script for postinstall, continuing
77817 silly postinstall kind-of@6.0.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/kind-of-41695982
77818 info lifecycle kind-of@6.0.2~postinstall: kind-of@6.0.2
77819 silly lifecycle kind-of@6.0.2~postinstall: no script for postinstall, continuing
77820 silly postinstall is-data-descriptor@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-data-descriptor-76420953
77821 info lifecycle is-data-descriptor@1.0.0~postinstall: is-data-descriptor@1.0.0
77822 silly lifecycle is-data-descriptor@1.0.0~postinstall: no script for postinstall, continuing
77823 silly postinstall is-accessor-descriptor@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-accessor-descriptor-c8fb37ea
77824 info lifecycle is-accessor-descriptor@1.0.0~postinstall: is-accessor-descriptor@1.0.0
77825 silly lifecycle is-accessor-descriptor@1.0.0~postinstall: no script for postinstall, continuing
77826 silly postinstall is-descriptor@1.0.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/is-descriptor-eb60fa15
77827 info lifecycle is-descriptor@1.0.2~postinstall: is-descriptor@1.0.2
77828 silly lifecycle is-descriptor@1.0.2~postinstall: no script for postinstall, continuing
77829 silly postinstall define-property@1.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/define-property-6f872150
77830 info lifecycle define-property@1.0.0~postinstall: define-property@1.0.0
77831 silly lifecycle define-property@1.0.0~postinstall: no script for postinstall, continuing
77832 silly postinstall path-exists@2.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/path-exists-ad3f01a3
77833 info lifecycle path-exists@2.1.0~postinstall: path-exists@2.1.0
77834 silly lifecycle path-exists@2.1.0~postinstall: no script for postinstall, continuing
77835 silly postinstall find-up@1.1.2 /home/aleksey/hexlet_slack_analog/node_modules/.staging/find-up-f1a6967d
77836 info lifecycle find-up@1.1.2~postinstall: find-up@1.1.2
77837 silly lifecycle find-up@1.1.2~postinstall: no script for postinstall, continuing
77838 silly postinstall pify@2.3.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/pify-f16ca04f
77839 info lifecycle pify@2.3.0~postinstall: pify@2.3.0
77840 silly lifecycle pify@2.3.0~postinstall: no script for postinstall, continuing
77841 silly postinstall path-type@1.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/path-type-f6389663
77842 info lifecycle path-type@1.1.0~postinstall: path-type@1.1.0
77843 silly lifecycle path-type@1.1.0~postinstall: no script for postinstall, continuing
77844 silly postinstall strip-bom@2.0.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/strip-bom-197a9ab1
77845 info lifecycle strip-bom@2.0.0~postinstall: strip-bom@2.0.0
77846 silly lifecycle strip-bom@2.0.0~postinstall: no script for postinstall, continuing
77847 silly postinstall load-json-file@1.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/load-json-file-5319f84e
77848 info lifecycle load-json-file@1.1.0~postinstall: load-json-file@1.1.0
77849 silly lifecycle load-json-file@1.1.0~postinstall: no script for postinstall, continuing
77850 silly postinstall text-table@0.2.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/text-table-8a899060
77851 info lifecycle text-table@0.2.0~postinstall: text-table@0.2.0
77852 silly lifecycle text-table@0.2.0~postinstall: no script for postinstall, continuing
77853 silly postinstall throat@4.1.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/throat-f2acc102
77854 info lifecycle throat@4.1.0~postinstall: throat@4.1.0
77855 silly lifecycle throat@4.1.0~postinstall: no script for postinstall, continuing
77856 silly postinstall jest-changed-files@22.4.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/jest-changed-files-d97bb686
77857 info lifecycle jest-changed-files@22.4.3~postinstall: jest-changed-files@22.4.3
77858 silly lifecycle jest-changed-files@22.4.3~postinstall: no script for postinstall, continuing
77859 silly postinstall through@2.3.8 /home/aleksey/hexlet_slack_analog/node_modules/.staging/through-f851cff6
77860 info lifecycle through@2.3.8~postinstall: through@2.3.8
77861 silly lifecycle through@2.3.8~postinstall: no script for postinstall, continuing
77862 silly postinstall tmp@0.0.33 /home/aleksey/hexlet_slack_analog/node_modules/.staging/tmp-0617f2b4
77863 info lifecycle tmp@0.0.33~postinstall: tmp@0.0.33
77864 silly lifecycle tmp@0.0.33~postinstall: no script for postinstall, continuing
77865 silly postinstall external-editor@2.2.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/external-editor-9fca46bd
77866 info lifecycle external-editor@2.2.0~postinstall: external-editor@2.2.0
77867 silly lifecycle external-editor@2.2.0~postinstall: no script for postinstall, continuing
77868 silly postinstall inquirer@3.3.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/inquirer-366341f9
77869 info lifecycle inquirer@3.3.0~postinstall: inquirer@3.3.0
77870 silly lifecycle inquirer@3.3.0~postinstall: no script for postinstall, continuing
77871 silly postinstall tmpl@1.0.4 /home/aleksey/hexlet_slack_analog/node_modules/.staging/tmpl-560334df
77872 info lifecycle tmpl@1.0.4~postinstall: tmpl@1.0.4
77873 silly lifecycle tmpl@1.0.4~postinstall: no script for postinstall, continuing
77874 silly postinstall makeerror@1.0.11 /home/aleksey/hexlet_slack_analog/node_modules/.staging/makeerror-e0c605f0
77875 info lifecycle makeerror@1.0.11~postinstall: makeerror@1.0.11
77876 silly lifecycle makeerror@1.0.11~postinstall: no script for postinstall, continuing
77877 silly postinstall to-fast-properties@1.0.3 /home/aleksey/hexlet_slack_analog/node_modules/.staging/to-fast-properties-d46b785d
77878 info lifecycle to-fast-properties@1.0.3~postinstall: to-fast-properties@1.0.3
77879 silly lifecycle to-fast-properties@1.0.3~postinstall: no script for postinstall, continuing
77880 silly postinstall babel-types@6.26.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-types-e3a5c4a7
77881 info lifecycle babel-types@6.26.0~postinstall: babel-types@6.26.0
77882 silly lifecycle babel-types@6.26.0~postinstall: no script for postinstall, continuing
77883 silly postinstall regenerator-transform@0.10.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/regenerator-transform-b1d95523
77884 info lifecycle regenerator-transform@0.10.1~postinstall: regenerator-transform@0.10.1
77885 silly lifecycle regenerator-transform@0.10.1~postinstall: no script for postinstall, continuing
77886 silly postinstall babel-plugin-transform-regenerator@6.26.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-plugin-transform-regenerator-df7319d8
77887 info lifecycle babel-plugin-transform-regenerator@6.26.0~postinstall: babel-plugin-transform-regenerator@6.26.0
77888 silly lifecycle babel-plugin-transform-regenerator@6.26.0~postinstall: no script for postinstall, continuing
77889 silly postinstall babel-traverse@6.26.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-traverse-fde0f700
77890 info lifecycle babel-traverse@6.26.0~postinstall: babel-traverse@6.26.0
77891 silly lifecycle babel-traverse@6.26.0~postinstall: no script for postinstall, continuing
77892 silly postinstall babel-template@6.26.0 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-template-b2df7fff
77893 info lifecycle babel-template@6.26.0~postinstall: babel-template@6.26.0
77894 silly lifecycle babel-template@6.26.0~postinstall: no script for postinstall, continuing
77895 silly postinstall babel-plugin-transform-es2015-computed-properties@6.24.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-plugin-transform-es2015-computed-properties-72bf4f3d
77896 info lifecycle babel-plugin-transform-es2015-computed-properties@6.24.1~postinstall: babel-plugin-transform-es2015-computed-properties@6.24.1
77897 silly lifecycle babel-plugin-transform-es2015-computed-properties@6.24.1~postinstall: no script for postinstall, continuing
77898 silly postinstall babel-plugin-transform-class-constructor-call@6.24.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-plugin-transform-class-constructor-call-8c4da097
77899 info lifecycle babel-plugin-transform-class-constructor-call@6.24.1~postinstall: babel-plugin-transform-class-constructor-call@6.24.1
77900 silly lifecycle babel-plugin-transform-class-constructor-call@6.24.1~postinstall: no script for postinstall, continuing
77901 silly postinstall babel-helpers@6.24.1 /home/aleksey/hexlet_slack_analog/node_modules/.staging/babel-helpers-60a67645
